Hora;Day of din_instante;Measure Names;Avg. Val Geração FIXED Hora;Measure Values;;;;
17:00;March 6, 2022;;28.396;;;;;
18:00;March 6, 2022;;14.961;;;;;
19:00;March 6, 2022;;15.895;;;;;
20:00;March 6, 2022;;15.961;;;;;
21:00;March 6, 2022;;15.418;;;;;
22:00;March 6, 2022;;29.487;;;;;
23:00;March 6, 2022;;32.838;;;;;
00:00;March 5, 2022;;31.537;;;;;
01:00;March 5, 2022;;24.631;;;;;
02:00;March 5, 2022;;13.846;;;;;
03:00;March 5, 2022;;9.643;;;;;
04:00;March 5, 2022;;4.393;;;;;
05:00;March 5, 2022;;6.141;;;;;
06:00;March 5, 2022;;6.998;;;;;
07:00;March 5, 2022;;4.223;;;;;
08:00;March 5, 2022;;2.182;;;;;
09:00;March 5, 2022;;12.593;;;;;
10:00;March 5, 2022;;15.622;;;;;
11:00;March 5, 2022;;26.879;;;;;
12:00;March 5, 2022;;36.171;;;;;
13:00;March 5, 2022;;35.018;;;;;
14:00;March 5, 2022;;50.532;;;;;
15:00;March 5, 2022;;37.338;;;;;
16:00;March 5, 2022;;27.925;;;;;
17:00;March 5, 2022;;22.585;;;;;
18:00;March 5, 2022;;21.992;;;;;
19:00;March 5, 2022;;22.827;;;;;
20:00;March 5, 2022;;26.061;;;;;
21:00;March 5, 2022;;30.497;;;;;
22:00;March 5, 2022;;33.54;;;;;
23:00;March 5, 2022;;29.562;;;;;
00:00;March 4, 2022;;41.725;;;;;
01:00;March 4, 2022;;30.439;;;;;
02:00;March 4, 2022;;14.402;;;;;
03:00;March 4, 2022;;9.014;;;;;
04:00;March 4, 2022;;9.055;;;;;
05:00;March 4, 2022;;7.442;;;;;
06:00;March 4, 2022;;12.045;;;;;
07:00;March 4, 2022;;15.955;;;;;
08:00;March 4, 2022;;1.617;;;;;
09:00;March 4, 2022;;17.173;;;;;
10:00;March 4, 2022;;62.359;;;;;
11:00;March 4, 2022;;65.725;;;;;
12:00;March 4, 2022;;47.165;;;;;
13:00;March 4, 2022;;62.442;;;;;
14:00;March 4, 2022;;47.971;;;;;
15:00;March 4, 2022;;50.246;;;;;
16:00;March 4, 2022;;52.036;;;;;
17:00;March 4, 2022;;33.382;;;;;
18:00;March 4, 2022;;34.398;;;;;
19:00;March 4, 2022;;37.654;;;;;
20:00;March 4, 2022;;35.993;;;;;
21:00;March 4, 2022;;36.162;;;;;
22:00;March 4, 2022;;37.298;;;;;
23:00;March 4, 2022;;44.218;;;;;
00:00;March 3, 2022;;24.022;;;;;
01:00;March 3, 2022;;16.392;;;;;
02:00;March 3, 2022;;10.154;;;;;
03:00;March 3, 2022;;9.346;;;;;
04:00;March 3, 2022;;13.198;;;;;
05:00;March 3, 2022;;12.365;;;;;
06:00;March 3, 2022;;10.01;;;;;
07:00;March 3, 2022;;3.735;;;;;
08:00;March 3, 2022;;13.026;;;;;
09:00;March 3, 2022;;31.151;;;;;
10:00;March 3, 2022;;49.842;;;;;
11:00;March 3, 2022;;52.384;;;;;
12:00;March 3, 2022;;59.957;;;;;
13:00;March 3, 2022;;70.759;;;;;
14:00;March 3, 2022;;72.001;;;;;
15:00;March 3, 2022;;57.562;;;;;
16:00;March 3, 2022;;63.602;;;;;
17:00;March 3, 2022;;55.675;;;;;
18:00;March 3, 2022;;45.201;;;;;
19:00;March 3, 2022;;41.797;;;;;
20:00;March 3, 2022;;38.071;;;;;
21:00;March 3, 2022;;39.688;;;;;
22:00;March 3, 2022;;41.4;;;;;
23:00;March 3, 2022;;38.333;;;;;
00:00;March 2, 2022;;34.373;;;;;
01:00;March 2, 2022;;31.455;;;;;
02:00;March 2, 2022;;25.535;;;;;
03:00;March 2, 2022;;17.826;;;;;
04:00;March 2, 2022;;6.345;;;;;
05:00;March 2, 2022;;17.357;;;;;
06:00;March 2, 2022;;8.592;;;;;
07:00;March 2, 2022;;5.433;;;;;
08:00;March 2, 2022;;14.147;;;;;
09:00;March 2, 2022;;12.862;;;;;
10:00;March 2, 2022;;45.26;;;;;
11:00;March 2, 2022;;77.265;;;;;
12:00;March 2, 2022;;84.8;;;;;
13:00;March 2, 2022;;95.292;;;;;
14:00;March 2, 2022;;75.11;;;;;
15:00;March 2, 2022;;50.727;;;;;
16:00;March 2, 2022;;49.704;;;;;
17:00;March 2, 2022;;40.713;;;;;
18:00;March 2, 2022;;40.635;;;;;
19:00;March 2, 2022;;51.45;;;;;
20:00;March 2, 2022;;47.058;;;;;
21:00;March 2, 2022;;38.836;;;;;
22:00;March 2, 2022;;29.864;;;;;
23:00;March 2, 2022;;32.741;;;;;
00:00;March 1, 2022;;40.188;;;;;
01:00;March 1, 2022;;33.576;;;;;
02:00;March 1, 2022;;27.64;;;;;
03:00;March 1, 2022;;15.157;;;;;
04:00;March 1, 2022;;13.209;;;;;
05:00;March 1, 2022;;12.76;;;;;
06:00;March 1, 2022;;10.449;;;;;
07:00;March 1, 2022;;5.355;;;;;
08:00;March 1, 2022;;22.956;;;;;
09:00;March 1, 2022;;67.034;;;;;
10:00;March 1, 2022;;37.983;;;;;
11:00;March 1, 2022;;71.718;;;;;
12:00;March 1, 2022;;81.484;;;;;
13:00;March 1, 2022;;82.806;;;;;
14:00;March 1, 2022;;84.306;;;;;
15:00;March 1, 2022;;105.884;;;;;
16:00;March 1, 2022;;113.738;;;;;
17:00;March 1, 2022;;84.858;;;;;
18:00;March 1, 2022;;54.569;;;;;
19:00;March 1, 2022;;52.313;;;;;
20:00;March 1, 2022;;46.687;;;;;
21:00;March 1, 2022;;35.001;;;;;
22:00;March 1, 2022;;46.392;;;;;
23:00;March 1, 2022;;42.455;;;;;
