Hora;Day of din_instante;Measure Names;Avg. Val Geraç‹o FIXED Hora;Measure Values;;
19:00;March 5, 2022;;0;;;
20:00;March 5, 2022;;0;;;
21:00;March 5, 2022;;0;;;
22:00;March 5, 2022;;0;;;
23:00;March 5, 2022;;0;;;
00:00;March 4, 2022;;0;;;
01:00;March 4, 2022;;0;;;
02:00;March 4, 2022;;0;;;
03:00;March 4, 2022;;0;;;
04:00;March 4, 2022;;0;;;
05:00;March 4, 2022;;0;;;
06:00;March 4, 2022;;0.403;;;
07:00;March 4, 2022;;10.843;;;
08:00;March 4, 2022;;20.88;;;
09:00;March 4, 2022;;37.224;;;
10:00;March 4, 2022;;48.773;;;
11:00;March 4, 2022;;66.845;;;
12:00;March 4, 2022;;108.965;;;
13:00;March 4, 2022;;135.706;;;
14:00;March 4, 2022;;124.718;;;
15:00;March 4, 2022;;101.736;;;
16:00;March 4, 2022;;70.747;;;
17:00;March 4, 2022;;31.968;;;
18:00;March 4, 2022;;3.11;;;
19:00;March 4, 2022;;0;;;
20:00;March 4, 2022;;0;;;
21:00;March 4, 2022;;0;;;
22:00;March 4, 2022;;0;;;
23:00;March 4, 2022;;0;;;
00:00;March 3, 2022;;0;;;
01:00;March 3, 2022;;0;;;
02:00;March 3, 2022;;0;;;
03:00;March 3, 2022;;0;;;
04:00;March 3, 2022;;0;;;
05:00;March 3, 2022;;0;;;
06:00;March 3, 2022;;1.858;;;
07:00;March 3, 2022;;28.829;;;
08:00;March 3, 2022;;51.466;;;
09:00;March 3, 2022;;83.102;;;
10:00;March 3, 2022;;100.267;;;
11:00;March 3, 2022;;124.963;;;
12:00;March 3, 2022;;130.478;;;
13:00;March 3, 2022;;128.203;;;
14:00;March 3, 2022;;107.194;;;
15:00;March 3, 2022;;104.558;;;
16:00;March 3, 2022;;71.683;;;
17:00;March 3, 2022;;28.123;;;
18:00;March 3, 2022;;1.051;;;
19:00;March 3, 2022;;0;;;
20:00;March 3, 2022;;0;;;
21:00;March 3, 2022;;0;;;
22:00;March 3, 2022;;0;;;
23:00;March 3, 2022;;0;;;
00:00;March 2, 2022;;0;;;
01:00;March 2, 2022;;0;;;
02:00;March 2, 2022;;0;;;
03:00;March 2, 2022;;0;;;
04:00;March 2, 2022;;0;;;
05:00;March 2, 2022;;0;;;
06:00;March 2, 2022;;0.648;;;
07:00;March 2, 2022;;8.597;;;
08:00;March 2, 2022;;31.81;;;
09:00;March 2, 2022;;55.958;;;
10:00;March 2, 2022;;65.621;;;
11:00;March 2, 2022;;86.645;;;
12:00;March 2, 2022;;91.138;;;
13:00;March 2, 2022;;71.237;;;
14:00;March 2, 2022;;72.878;;;
15:00;March 2, 2022;;48.499;;;
16:00;March 2, 2022;;48.989;;;
17:00;March 2, 2022;;12.715;;;
18:00;March 2, 2022;;2.347;;;
19:00;March 2, 2022;;0;;;
20:00;March 2, 2022;;0;;;
21:00;March 2, 2022;;0;;;
22:00;March 2, 2022;;0;;;
23:00;March 2, 2022;;0;;;
00:00;March 1, 2022;;0;;;
01:00;March 1, 2022;;0;;;
02:00;March 1, 2022;;0;;;
03:00;March 1, 2022;;0;;;
04:00;March 1, 2022;;0;;;
05:00;March 1, 2022;;0;;;
06:00;March 1, 2022;;2.966;;;
07:00;March 1, 2022;;17.453;;;
08:00;March 1, 2022;;30.83;;;
09:00;March 1, 2022;;47.347;;;
10:00;March 1, 2022;;70.258;;;
11:00;March 1, 2022;;45.576;;;
12:00;March 1, 2022;;57.917;;;
13:00;March 1, 2022;;83.448;;;
14:00;March 1, 2022;;109.368;;;
15:00;March 1, 2022;;69.509;;;
16:00;March 1, 2022;;36.965;;;
17:00;March 1, 2022;;7.157;;;
18:00;March 1, 2022;;0.634;;;
19:00;March 1, 2022;;0;;;
20:00;March 1, 2022;;0;;;
21:00;March 1, 2022;;0;;;
22:00;March 1, 2022;;0;;;
23:00;March 1, 2022;;0;;;
